auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,category_avg_gms
14051,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 gb,,1/14/06,1/17/06,3,1,3,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14053,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod Photo 20 GB mit Restgarantie Top,,1/14/06,1/24/06,10,1,504,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,207.358
14055,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30 GB mit Ladeger‰t OVP und Garantie,,1/14/06,1/14/06,0,1,25,1,315,Y,N,N,N,Y,N,N,N,N,Y,N,1,263.459
14057,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod 30 GB,,1/14/06,1/14/06,0,9,106,200,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14059,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple IPod Video Schwarz 30GB I Pod TOP,,1/14/06,1/17/06,3,1,0,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,263.459
14062,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,NEU+++ipod+++ Apple I Pod 30 GB weiss+++ipod+++NEU,,1/22/06,1/29/06,7,1,37,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,263.459
14063,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple iPod 30 GB - Video, Musik und Photos...",,1/14/06,1/19/06,5,1,16,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14064,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple Ipod Mini neuste Generation Silber TOP Zustand,,1/15/06,1/15/06,0,1,246,1,169,Y,N,N,N,Y,N,N,N,N,Y,N,1,197.022
14065,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod 30 GB neu,,1/15/06,1/15/06,0,9,106,220,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14067,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB,,1/15/06,1/22/06,7,1,166,1,270,Y,N,N,N,Y,N,Y,N,N,N,N,1,207.358
14068,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple IPod Video 30 GB schwarz *nagelneu*,,1/15/06,1/22/06,7,1,38,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,263.459
14073,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4.Generation - OVP/Rechnung - Garantie,,1/15/06,1/22/06,7,1,105,1,0,N,N,N,N,Y,N,Y,N,N,Y,Y,1,207.358
14074,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30GB 3G (Fernbedienung und Kopfhˆrer OVP),,1/15/06,1/22/06,7,1,125,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14076,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini Silver 6GB gek. am 12.05.05 incl. iTrip,,1/15/06,1/22/06,7,1,4,165,0,N,N,N,N,N,N,Y,N,N,N,N,1,197.022
14080,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"****iPod 20 GB weiss mit Schutzh¸lle, Restgarantie****",****************  UNBEDINGT ANSCHAUEN  ****************,1/15/06,1/25/06,10,1,77,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,207.358
14084,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple Ipod Video 30GB - Neuwertig,,1/15/06,1/22/06,7,1,72,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,263.459
14085,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini Silber 6GB neuwertig in OVP,,1/15/06,1/22/06,7,1,366,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.022
14086,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4.Generation Guter Zustand,,1/15/06,1/16/06,1,1,91,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,207.358
14090,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple iPod 20 GB, 4. Generation,weiﬂ,inkl. OVP+Rechnung",,1/15/06,1/22/06,7,1,12,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,207.358
14092,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"TOP Apple IPod 20 GB Farbe inkl. OVP, Zubehˆr & Rg",,1/15/06,1/22/06,7,1,14,15,0,N,Y,N,N,Y,N,N,N,N,N,N,1,207.358
14094,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30GB 3G 3. Generation,,1/15/06,1/22/06,7,1,80,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,263.459
14095,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,ipod Video 30GB / 5Gen. - neu - 2 Wochen alt - orig. VP,"war ein liebgemeintes Geschenk, mit orig. Schutzfolie",1/15/06,1/22/06,7,1,147,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,263.459
14103,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 Gb 5. Generation (Farbdisplay) ab EUR 1.-,Neu mit Rechnung und Restgarantie,1/15/06,1/22/06,7,1,120,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,207.358
14105,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20 GB NEU /Farbdisplay/Garantie mit Zubehˆrteilen.,,1/15/06,1/22/06,7,1,9,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,207.358
14106,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB, I POD APPLE  20 GB 4. Generation OVP,,1/15/06,1/25/06,10,1,10,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,207.358
14111,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB PHOTO Foto mp3-Player *NEU*,Incl. Camera Connector und Garantie,1/17/06,1/22/06,5,1,53,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,207.358
14114,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPod 20 GB 3.GEN neuer Akku,,1/16/06,1/23/06,7,1,1073,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,207.358
14118,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB Photo Top Zustand mit Zubehˆr ! ! !,,1/16/06,1/19/06,3,1,144,200,0,N,N,N,N,Y,N,N,N,N,Y,N,1,207.358
14120,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB (4. Generation) & Garantie !,,1/16/06,1/23/06,7,1,26,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,207.358
14122,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple I Pod 30GB Video Nagelneu,OVP,verschweisst",,1/16/06,1/17/06,1,1,73,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14125,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple ipod 20GB PHOTO Foto mp3-Player *wie NEU* i-pod,,1/17/06,1/22/06,5,1,117,1,0,N,N,N,N,Y,N,Y,N,Y,Y,N,1,207.358
14126,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 GB DEFEKT 4. Generation inkl. Rechnung,,1/16/06,1/23/06,7,1,198,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,207.358
14127,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Ipod mini silber silver mit 6 GB  6GB,,1/16/06,1/21/06,5,1,51,50,205,Y,N,N,N,N,N,N,N,N,N,N,1,197.022
14131,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30GB schwarz !!! NEU !!! TOP !!!,,1/17/06,1/27/06,10,1,5,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,263.459
14133,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini Pink 6GB (2. Generation),,1/16/06,1/21/06,5,1,2,120,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.022
14135,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod Apple - VIDEO - 30 GB - weiss - Neu - OVP - 5. Gen,,1/17/06,1/22/06,5,1,122,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,263.459
14138,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple i Pod 20 GB,,1/17/06,1/24/06,7,1,4,80,0,N,Y,N,N,N,N,N,N,N,N,N,1,207.358
14139,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,APPEL I POD 30GB FAST WIE NEU !!!!!!!!!!!!,,1/17/06,1/22/06,5,1,7,200,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,263.459
14140,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB! Mac + PC! OVP! 5000 Songs! USB-Kabel,,1/17/06,1/27/06,10,1,2287,1,0,N,N,N,Y,Y,N,N,N,N,N,N,1,207.358
14141,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 3G 20 GB in TOP-Zustand,,1/17/06,1/22/06,5,1,32,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,207.358
14142,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple iPod 20 GB NEU, OVP und mit Garantie!",,1/17/06,1/24/06,7,1,55,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14143,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,I POD 20GB  weiﬂ *2 Monate alt* mit Zubehˆr,,1/17/06,1/27/06,10,1,19,1,250,Y,N,N,N,N,N,N,N,N,N,N,1,207.358
14144,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple iPod 3G 20GB,schˆnste 3.Generation,viel Zubehˆr",,1/17/06,1/22/06,5,1,309,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,207.358
14146,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,I-POD 30GB VIDEO NEU!! Gratis Gratis,,1/17/06,1/24/06,7,1,27,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14147,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod Mini 6GB >>> NEUWARE <<< 6 GB OVP Farbe BLAU,,1/17/06,1/24/06,7,1,29,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,197.022
14150,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,+Apple iPod 4G 20gig incl original verpackung+Kopfhˆrer,,1/17/06,1/27/06,10,1,68,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,207.358
14151,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple iPod Video 30GB 30 GB, weiss, OVP, weiﬂ","2 Monate alt, Restgarantie",1/17/06,1/20/06,3,9,275,285,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14156,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,IPOD VIDEO 30GB **NEU**SCHWARZ,,1/17/06,1/22/06,5,1,53,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14158,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,APPLE IPOD 20 GB>Farbe>Photo>Garantie>5G,,1/17/06,1/22/06,5,1,41,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,207.358
14159,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple 20 GB iPod 3.GEN inkl Neuer Akku+USB Sync Kabel !,,1/17/06,1/18/06,1,1,42,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14160,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple iPod Video 30GB weiﬂ, NEU in versiegelter OVP",,1/17/06,1/22/06,5,1,3,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14162,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,TOP @@ iPod 4G  20 GB @@ SOFORT KAUFEN @@ i pod 4 G,,1/17/06,1/18/06,1,9,23,199,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14167,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB weiﬂ,,1/18/06,1/25/06,7,1,0,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,207.358
14171,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 gb G3 top zustand !!!,,1/18/06,1/23/06,5,1,10,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14172,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 4. Generation 4g 20 gb - Defekt!,,1/18/06,1/25/06,7,1,215,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,207.358
14173,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"*** iPod 30GB/Photo Neu, OVP + USB Power Adapter***",,1/18/06,1/28/06,10,1,77,150,0,N,N,N,N,N,N,Y,N,N,Y,N,1,263.459
14174,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple ipod i pod 20gb 20 gb 4te 4 4. Generation,,1/18/06,1/19/06,1,1,46,230,270,Y,N,N,N,N,N,N,N,N,N,N,1,207.358
14176,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Schˆner  iPod 30 GB Black mit Ledertasche, Apple,",,1/19/06,1/24/06,5,1,22,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,263.459
14178,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Schˆner  iPod 30 GB Black mit Ledertasche, Apple,",,1/19/06,1/24/06,5,1,22,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,263.459
14181,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Schˆner  iPod 30 GB Weiﬂ mit Ledertasche, Apple,",,1/20/06,1/25/06,5,1,22,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,263.459
14182,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,gebr. Apple iPodÄ4. Generation /Ä20GB / incl. Zubehˆr,,1/20/06,1/23/06,3,1,5246,5,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,207.358
14187,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 4G 20GB mit Farbdisplay *2Jahre Garantie*,"Noch keinen Monat alt, absolut neuwertig und OVP.",1/18/06,1/18/06,0,9,15,299,0,N,N,N,N,Y,N,Y,N,N,N,N,1,207.358
14188,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,++ Apple iPod Video ++ 30 GB ++ NEU ++ 5. Generation ++,,1/18/06,1/25/06,7,1,2327,1,299,Y,Y,N,N,Y,N,Y,N,N,N,Y,1,263.459
14191,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB  Top Zustand mit Zubehˆr ! ! !,,1/18/06,1/18/06,0,9,187,189,0,N,N,N,N,N,N,Y,N,N,N,N,1,207.358
14195,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple I Pod Photo 30 GB mit I-Trip,,1/19/06,1/29/06,10,1,22,1,0,N,Y,N,N,N,N,Y,N,N,Y,N,1,263.459
14196,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple IPod 5th Generation 30GB + Ladeteil &Zubehˆr,,1/19/06,1/29/06,10,1,244,1,0,N,Y,N,N,Y,N,N,N,N,Y,Y,1,263.459
14197,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple - ipod  Video 30 GB - schwarz  // NEU/OVP !,,1/19/06,1/22/06,3,1,2132,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14199,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple - ipod  Video 30 GB - schwarz  // NEU/OVP !,,1/19/06,1/26/06,7,1,2132,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14201,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"iPOD mini, silber, 6GB, NEU, OVP, 2nd Generation,Extras",,1/19/06,1/26/06,7,1,71,1.95,0,N,N,N,N,N,N,N,N,N,N,N,1,197.022
14202,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,I Pod Apple,,1/19/06,1/19/06,0,1,17,120,190,Y,N,N,N,Y,N,N,N,N,N,N,1,207.358
14204,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPod der 4. Generation mit 20 GB und Farbdisplay,,1/19/06,1/22/06,3,1,67,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14206,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30 GB PHOTO mp3-Player i-pod,,1/19/06,1/22/06,3,1,143,1,210,Y,N,N,N,Y,N,Y,N,Y,N,N,1,263.459
14207,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 GB+Fernbedienung+Schutzh¸lle,,1/19/06,1/19/06,0,9,324,219,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14208,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod photo 20 GB **** NEU*** direkt von Apple!!!!,,1/19/06,1/22/06,3,1,12,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,207.358
14209,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,IPod mini 6 GB pink,,1/19/06,1/24/06,5,1,216,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,197.022
14210,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB Photo Top Zustand mit Zubehˆr!!!,,1/19/06,1/19/06,0,1,424,149,229,Y,N,N,N,N,N,Y,N,N,N,N,1,207.358
14212,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple I Pod 20 GB + Schutzh¸lle,,1/19/06,1/29/06,10,1,16,150,300,Y,N,N,N,N,N,Y,N,N,N,N,1,207.358
14215,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Der I-POD mit 30 GB ein Hammerteil !!!!!!!!,,1/19/06,1/20/06,1,1,46,199,250,Y,N,N,N,N,N,N,N,N,N,N,1,263.459
14216,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,****APPLE-IPOD /// 20GB /// ...wie neu!*****,,1/19/06,1/29/06,10,1,44,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14218,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple Ipod Photo 30GB wie Neu! mit Garantie und Zubehˆr,,1/19/06,1/22/06,3,1,121,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,263.459
14223,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30 GB Video schwarz neuwertig in OVP  black,,1/19/06,1/22/06,3,1,232,1,269,Y,N,N,N,N,N,N,N,N,Y,N,1,263.459
14224,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple ipod 30 Gb Photo TOP mit Dockingstation 5. Gene.,,1/19/06,1/22/06,3,1,296,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14225,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6 GB in silber wie neu mit Zubehˆr,,1/19/06,1/19/06,0,1,21,1,229,Y,N,N,N,N,N,N,N,N,N,N,1,197.022
14229,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,iPod Mini Silber 6 GB OVP Neuwertig (Juli 2005),,1/19/06,1/29/06,10,1,21,1,0,N,N,N,N,N,N,N,N,N,N,N,1,197.022
14230,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod U2 Special Edition in schwarz 20 GB *DEFEKT*,,1/20/06,1/30/06,10,1,92,1,0,N,Y,N,N,N,N,N,N,N,Y,N,1,207.358
14231,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,*** iPod Photo 30GB mit Garantie ***,,1/19/06,1/24/06,5,1,7,1,0,N,N,N,N,Y,N,Y,N,Y,N,N,1,263.459
14232,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,!!!!! iPod 20GB Defekt !!!!!,,1/19/06,1/22/06,3,1,4,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,207.358
14233,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30GB,,1/19/06,1/19/06,0,1,160,200,250,Y,N,N,N,N,N,Y,N,N,N,N,1,263.459
14234,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Photo 30 GB,,1/22/06,1/24/06,2,1,26,1,245,Y,N,N,N,N,N,N,N,N,Y,N,1,263.459
14235,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,*VERDIENEN SIE DURCH  AUSF‹LLEN VON UMFRAGEN BARES GELD,SCHNELL von zuhause spielend bis zu 6000 Euro verdienen,1/19/06,1/20/06,1,1,20,5,199,Y,N,N,N,Y,N,N,N,N,N,N,1,197.022
14239,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB DEFEKT!!!,,1/20/06,1/25/06,5,1,14,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,207.358
14241,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Ipod 20 GB  Photo   +  Itrip     Neuwertig,,1/21/06,1/28/06,7,1,282,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,207.358
14243,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 5G. Video 30GB WEISS,,1/20/06,1/21/06,1,1,33,230,320,Y,N,N,N,Y,N,N,N,N,N,N,1,263.459
14244,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,NEU+++ipod+++ Apple I Pod 30 GB weiss+++OVP+++NEU,,1/22/06,1/29/06,7,1,37,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,263.459
14245,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6 GB in silber wie neu mit Zubehˆr,,1/20/06,1/21/06,1,1,21,1,229,Y,N,N,N,N,N,N,N,N,N,N,1,197.022
14246,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Top: nagelneuer iPod 30 GB mit Schutzfolie,,1/20/06,1/25/06,5,1,29,1,320,Y,N,N,N,Y,N,Y,N,N,N,N,1,263.459
14247,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Photo 30GB (opt. Fernbdg/FM-Transm./Armband),,1/20/06,1/25/06,5,1,20,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,263.459
14249,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30 GB - NEU- 5. Generation - schwarz,,1/20/06,1/27/06,7,1,81,1,299,Y,N,N,N,N,N,N,N,N,N,N,1,263.459
14251,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30GB Deutsche Ware neuwertig!,,1/20/06,1/21/06,1,9,398,264,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14252,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod video 30 GB / schwarz / Neu / OVP,,1/20/06,1/30/06,10,1,221,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14255,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB, Apple iPod video 30 GB / schwarz / 3x benutzt,,1/20/06,1/23/06,3,1,175,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14262,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4. Generation Ausstellungsst¸ck Top!,,1/21/06,1/24/06,3,1,1022,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,207.358
14265,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,*VERDIENEN SIE DURCH  AUSF‹LLEN VON UMFRAGEN BARES GELD,SCHNELL von zuhause spielend bis zu 6000 Euro verdienen,1/21/06,1/22/06,1,1,20,5,199,Y,N,N,N,Y,N,N,N,N,N,N,1,197.022
14266,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30 GB + ZUBEH÷R! *top*,,1/21/06,1/22/06,1,1,75,279,319,Y,N,N,N,N,N,N,N,N,N,N,1,263.459
14274,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"iPod 30 GB 5. Generation mit Video Funktion, neu & OVP",,1/21/06,1/28/06,7,1,27,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14276,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod 30GB Photo mp3-Player,,1/22/06,1/29/06,7,1,47,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,263.459
14278,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod  Video 30GB OVP Weiss aus USA Neu+ Garantie,,1/21/06,1/22/06,1,1,25,249.99,290,Y,N,N,N,Y,N,N,N,N,N,N,1,263.459
14281,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple - ipod  Video 30 GB - weiﬂ  // NEU/OVP !,,1/21/06,1/24/06,3,1,2148,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,263.459
14282,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB 4.Generation mit ITRIP,,1/21/06,1/23/06,2,9,51,189,0,N,N,N,N,N,N,Y,N,N,N,N,1,207.358
14284,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,  !!!! iPod mini 6GB neu noch eingeschweisst !!!! 6 gb,I Pod ist noch eingeschweisst!!!! Noch nie benutzt!!!!!,1/21/06,1/31/06,10,1,34,50,0,N,N,N,N,N,N,Y,N,N,N,N,1,197.022
14285,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB (unbenutzt) - 4. Gen. + Zubehˆr & OVP,,1/21/06,1/28/06,7,1,36,1,0,N,N,N,N,N,N,N,N,N,N,N,1,207.358
14287,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,i pod 30 gb,,1/21/06,1/22/06,1,1,126,1,0,N,N,N,N,N,N,N,N,N,N,N,1,263.459
14288,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod weiﬂ 20Gb - gebraucht.,,1/21/06,1/28/06,7,1,56,50,170,Y,N,N,N,N,N,N,N,N,N,N,1,207.358
14291,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,I POD 20GB mit Kabelfernbediehnung!!,Der Massenspeicher der 4. Generation,1/22/06,2/1/06,10,1,27,1,0,N,Y,N,N,Y,N,Y,N,Y,N,Y,1,207.358
14292,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"iPod Mini 6GB, gr¸n + Burning Love Pouch",,1/22/06,1/29/06,7,1,401,1.99,129,Y,N,N,N,Y,N,N,N,N,N,N,1,197.022
