auct_id,item_leaf_category_name,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg
11392,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,APPLE IPOD FARBDISPL 20 GB SPECIAL EDITION U2 GAR. OVP,,11/4/05,11/7/05,3,1,383,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,241,207.358,1
11393,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPOD 4 Genaration 20 GB,,11/4/05,11/11/05,7,1,14,50,0,N,N,N,N,Y,N,Y,N,Y,Y,N,1,142.78,207.358,0
11396,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,* Neu & OVP * i Pod mini 6GB Pink 1500 Songs PC+Mac,,11/4/05,11/9/05,5,1,16,150,0,N,N,N,N,N,N,N,N,N,N,N,1,184.88,197.022,0
11399,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,APPLE iPod Video 30GB SCHWARZ/*NEU!*BLACK EDITION,,11/4/05,11/14/05,10,1,184,1,299,Y,N,N,N,Y,N,N,N,N,N,N,1,301,263.459,1
11400,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Neu Apple iPod 20GB PC Mac MP3Player 20 GB MP3 Player,,11/4/05,11/9/05,5,1,126,1,0,N,N,N,N,N,N,Y,N,N,Y,N,1,243.13,207.358,1
11401,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod Special Edition U2  20 GB,,11/4/05,11/14/05,10,1,126,1,300,Y,N,N,N,N,N,N,N,N,N,N,1,271,207.358,1
11403,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple I-POD I POD in Weiss 20GB NEU + OVP,Farbdisplay + I-Pod der 5. Generation + Garantie,11/6/05,11/13/05,7,1,114,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,257.98,207.358,1
11408,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"iPod 20 GB der 4. Generation, gebraucht, top Zustand",,11/4/05,11/6/05,2,1,39,1,210,Y,N,N,N,N,N,Y,N,N,N,N,1,210,207.358,1
11411,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20GB Foto  mit AV Kabel und Ledertasche,6 Wochen alt mit original Rechnung,11/6/05,11/13/05,7,1,37,1,0,N,Y,N,N,Y,N,Y,N,N,Y,N,1,208,207.358,1
11414,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,20Gb Apple iPod Photo (5.Generation),,11/4/05,11/11/05,7,1,10,50,0,N,Y,N,N,Y,N,Y,N,Y,N,Y,1,263.99,207.358,1
11417,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple IPod Mini 6 GB silber,,11/6/05,11/13/05,7,1,99,1,200,Y,N,N,N,Y,N,N,N,N,Y,N,1,171,197.022,0
11418,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti,Apple Ipod Nano 4 GB Schwarz OVP****,,11/5/05,11/5/05,0,1,36,1,180,Y,N,N,N,N,N,N,N,N,N,N,1,180,196.22,0
11419,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,APPLE I-POD 20GB FARBDISPLAY erst am 12/08/05 gekauft!,,11/5/05,11/12/05,7,1,17,1,0,N,Y,N,N,Y,N,Y,N,Y,N,N,1,221.3,207.358,1
11422,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Ipod U2,Photo,20gb, Special Edition +Itrip +Case",,11/5/05,11/12/05,7,1,106,279,319,Y,N,N,N,N,N,N,N,N,N,N,1,301,207.358,1
11424,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB Colour mit Zubehˆr,sehr gepflegt - so gut wie neu - gerade 2 Monate alt !,11/5/05,11/12/05,7,1,54,1,245,Y,N,N,N,Y,N,Y,N,N,N,N,1,208,207.358,1
11429,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod VIDEO 30 GB (schwarz) NEU & OVP,noch orginalverschweiﬂt !,11/5/05,11/8/05,3,1,69,1,0,N,Y,N,N,Y,N,N,N,N,N,N,1,300,263.459,1
11432,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,IPOD mini 6 GB silber,,11/5/05,11/12/05,7,1,170,1,179,Y,N,N,N,Y,N,Y,N,N,N,N,1,199,197.022,1
11433,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20GB (5Gen),,11/5/05,11/10/05,5,1,5,10,0,N,N,N,N,N,N,Y,N,N,N,N,1,216,207.358,1
11435,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,== iPod 3 Generation (beste) == 15GB == wie NEU und OVP,,11/5/05,11/8/05,3,9,365,185,0,N,N,N,N,Y,N,Y,N,N,N,N,1,185,207.358,0
11437,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod photo 30GB - OVP,Sehr viel original Zubehˆr,11/5/05,11/6/05,1,1,68,1,0,N,Y,N,Y,Y,N,N,N,N,N,N,1,229,263.459,0
11439,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple ipod Photo 30 GB 5 Generation (fast 5 Monate alt),,11/5/05,11/8/05,3,1,30,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,241,263.459,0
11440,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod Photo 20GB  -  wie Neu!,,11/5/05,11/12/05,7,1,69,1,200,Y,N,N,N,N,N,N,N,N,N,N,1,196,207.358,0
11441,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod MP3-Player 20 GB mit Farbdisplay NEU,,11/5/05,11/8/05,3,1,19,5,0,N,N,N,N,Y,N,Y,N,N,N,N,1,243.44,207.358,1
11442,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,TOP   ----   I Pod Photo 20 GB plus Zubehˆr  ----   TOP,,11/5/05,11/8/05,3,1,9,1,0,N,N,N,N,N,N,N,N,N,N,N,1,222.52,207.358,1
11444,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 gb mit zubehˆr,,11/6/05,11/13/05,7,1,89,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,134,207.358,0
11446,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 GB 4.Generation,,11/6/05,11/13/05,7,1,44,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,201,207.358,0
11447,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple iPod Foto20GB Farbe,3 Monate viel Zubehˆr wie neu",,11/6/05,11/7/05,1,1,15,1,270,Y,N,N,N,N,N,Y,N,N,Y,N,1,270,207.358,1
11448,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"iPod mini 6GB silber, neu und originalverpackt",,11/6/05,11/9/05,3,1,21,150,0,N,Y,N,N,Y,N,N,N,N,N,N,1,206,197.022,1
11449,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20 GB Mac + PC  / NEU!!! Falsches Geschenk!!!,,11/6/05,11/13/05,7,1,4,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,213.19,207.358,1
11451,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,iPod mini 6 GB silber neu!,,11/6/05,11/13/05,7,1,8,75,0,N,N,N,N,Y,N,N,N,N,N,N,1,201,197.022,1
11452,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB Farbdisplay - tragbarer MP3-Player,neu und noch verschweisst - Artikel-Nr. : MA079FD/A,11/6/05,11/13/05,7,1,110,1,250,Y,N,N,N,Y,N,Y,N,Y,N,N,1,242.1,207.358,1
11453,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"Apple - iPod mini 6 GB, blau, NEUWERTIG, OVP, Rechnung",,11/6/05,11/13/05,7,1,51,1,0,N,Y,N,N,N,N,Y,N,N,Y,N,1,166.7,197.022,0
11455,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,IPod + ITrip + iPod Remote (Fernbedienung),,11/6/05,11/13/05,7,1,116,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,193,207.358,0
11456,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20GB (4G) mit OVP und Garantie,,11/6/05,11/13/05,7,1,215,1,0,N,N,N,N,N,N,N,N,N,N,N,1,201.01,207.358,0
11459,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod mit 30 GB - NEU,,11/6/05,11/13/05,7,1,33,1,0,N,N,N,N,N,N,N,N,N,N,N,1,256,263.459,0
11460,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple IPod 5. Generation, OVP",farbiges Display,11/6/05,11/13/05,7,1,27,1,255,Y,N,N,N,Y,N,Y,N,N,N,N,1,213,207.358,1
11462,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod Movie G5 30 GB inkl. USB Power Adapter,,11/6/05,11/13/05,7,1,39,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,291,263.459,1
11464,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod Photo 20 GB - Mit Farbdisplay - Neuwertig!,In OVP! Inklusive Crumpler Tasche,11/6/05,11/6/05,0,1,86,1,222,Y,Y,N,N,Y,N,N,N,N,N,N,1,222,207.358,1
11467,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPOD MP3 Player 20GB mit USB Kabel sonst nackt,,11/6/05,11/15/05,9,9,14390,169,0,N,N,N,N,N,N,N,N,N,N,N,1,169,207.358,0
11468,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,iPod Mini 6 GB blue,,11/6/05,11/13/05,7,1,4,1,0,N,N,N,N,N,N,N,N,N,N,N,1,180.99,197.022,0
11469,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Neu Apple iPod 20GB PC Mac MP3Player 20 GB MP3 Player,,11/6/05,11/9/05,3,1,35,1,0,N,N,N,N,N,N,N,N,N,N,N,1,221.49,207.358,1
11470,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Neu Apple iPod 20GB PC Mac MP3Player 20 GB MP3 Player,,11/6/05,11/9/05,3,1,35,1,0,N,N,N,N,N,N,N,N,N,N,N,1,206.88,207.358,0
11471,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Neu Apple iPod 20GB PC Mac MP3Player 20 GB MP3 Player,,11/6/05,11/9/05,3,1,35,1,0,N,N,N,N,N,N,N,N,N,N,N,1,204.55,207.358,0
11472,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,iPod Photo 30 GB mit viel Zubehˆr und Garantie 3/06,iSkin Case + OVP Fernbedienung + iTrip + sehr laut(USA),11/6/05,11/7/05,1,1,124,1,265,Y,N,N,N,Y,N,Y,N,N,N,N,1,265,263.459,1
11474,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple 20 GB iPod 3.GEN inkl Neuer Akku !,,11/6/05,11/13/05,7,1,3851,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,170,207.358,0
11476,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple 20 GB iPod Top Zustand Neuer Akku !,,11/6/05,11/13/05,7,1,3851,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,121,207.358,0
11477,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,- Apple iPod 30 GB PHOTO - 1monat alt,,11/6/05,11/9/05,3,1,0,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,236,263.459,0
11480,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod Photo 20GB  mit Farbdisplay,"** inkl. OVP, Rechnung; 12 Monate Apple Garantie **",11/6/05,11/9/05,3,1,10,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,235,207.358,1
11481,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20 GB 1 woche alt nur einmal getestet,,11/8/05,11/13/05,5,1,97,1,260,Y,N,N,N,N,N,N,N,N,Y,N,1,190,207.358,0
11483,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPOD MP3 Player 20GB + Netzteil + USB + Firewire,,11/7/05,11/9/05,2,9,14393,229,0,N,N,N,N,N,N,N,N,N,N,N,1,229,207.358,1
11487,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"Apple iPod 20 GB, Neuger‰t - Top",,11/7/05,11/17/05,10,1,750,290,330,Y,N,N,N,N,N,N,N,N,N,N,1,,207.358,0
11488,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple I Pod 20 GB 4. Generation,,11/7/05,11/17/05,10,1,31,1,0,N,N,N,N,N,N,Y,N,N,N,N,1,185.6,207.358,0
11489,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,I Pod Mini 6 GB gr¸n absolut neuwertig + allem Zubehˆr,,11/7/05,11/7/05,0,1,20,1,139,Y,N,N,N,Y,N,Y,N,N,N,N,1,139,197.022,0
11490,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video black schwarz 30 GB plus Zubehˆr,,11/7/05,11/14/05,7,1,452,1,0,N,Y,N,N,Y,N,N,N,N,Y,N,1,319,263.459,1
11491,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB mit Farbdisplay in OVP TOP-Zustand,,11/7/05,11/10/05,3,1,231,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,231.5,207.358,1
11492,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,ipod mini 6GB von apple,,11/7/05,11/10/05,3,1,5,1,0,N,N,N,N,N,N,N,N,N,N,N,1,185,197.022,0
11493,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30 GB NEU+Sofort lieferbar+OVP 30gb !!,,11/7/05,11/10/05,3,1,314,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,308,263.459,1
11496,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20 GB weiﬂ/silber + Schutzgeh‰use Acryl,,11/7/05,11/14/05,7,1,2,1,0,N,Y,N,N,Y,N,Y,N,N,N,N,1,206,207.358,0
11499,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20 gb + ˆvp + tasche + zubehˆr (TOP ANGEBOT),,11/7/05,11/10/05,3,1,2,4,0,N,N,N,N,Y,N,N,N,N,N,N,1,203,207.358,0
11500,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"APPLE iPod mini green, 6 GB, wie neu",,11/7/05,11/17/05,10,1,306,180,200,Y,N,N,N,N,N,N,N,N,N,N,1,,197.022,0
11502,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4G mit OVP - neuwertig - ab 1EUR !!!,Hervorragendes Ger‰t!,11/7/05,11/12/05,5,1,27,1,210,Y,N,N,Y,Y,N,N,N,Y,N,N,1,206,207.358,0
11504,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,iPod mini 6 GB,,11/7/05,11/14/05,7,1,516,1,0,N,N,N,N,N,N,N,N,N,N,N,1,176.99,197.022,0
11507,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 4G Clickwheel 20 GB *NEU* OVP,,11/7/05,11/14/05,7,1,289,1,200,Y,N,N,N,Y,N,Y,N,N,N,N,1,209,207.358,1
11508,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod MINI 6GB *NEU* und verschweiﬂt *green*,,11/7/05,11/9/05,2,9,81,219.99,0,N,N,N,N,N,N,N,N,N,N,N,1,219.99,197.022,1
11510,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"iPod 20GB, 4. Generation, Clickwheel, 1. Jahr","in OVP, sehr guter Zustand, f¸r Mac und PC",11/7/05,11/14/05,7,1,67,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,206.63,207.358,0
11513,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple I pot mit Zubehˆr zustand  ganz neu,,11/7/05,11/10/05,3,1,10,50,0,N,N,N,N,N,N,Y,N,N,Y,N,1,202,207.358,0
11515,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB Neu iPod (3G)  MP3 Player for PC + MAC,,11/7/05,11/17/05,10,1,6961,1,230,Y,N,N,N,Y,N,Y,N,N,N,N,1,187.57,207.358,0
11517,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod Video 30 GB NEU+OVP 30gb Farbe nach Wahl 5G.,,11/8/05,11/9/05,1,1,385,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,303,263.459,1
11518,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"!!NEU IPOD VIDEO 6.GEN. 30 GB , VERSCHWEIST SCHWARZ NEU",,11/7/05,11/17/05,10,1,3,1,0,N,N,N,N,Y,N,N,N,Y,N,N,1,291,263.459,1
11524,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod Photo 20GB (Farbdisplay),,11/8/05,11/13/05,5,1,35,1,0,N,N,N,N,N,N,N,N,N,N,N,1,211,207.358,1
11525,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,ipod mini 6GB green  / Fast neu !!! TOP,,11/8/05,11/11/05,3,1,488,1,199,Y,N,N,N,Y,N,N,N,N,N,N,1,186,197.022,0
11526,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20GB / 4. Gen. mit Farbdisplay und Zubehˆr *TOP*,Erst knappe 2 Monate alt! Rechnung liegt bei!!!,11/8/05,11/15/05,7,1,106,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,265,207.358,1
11527,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Neuwertiger Apple iPod 20 GB 4G,,11/8/05,11/11/05,3,1,90,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,173,207.358,0
11528,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple iPod Video, 5. Gen., neustes Modell, 30 GB, weiﬂ","...in ungeˆffneter Originalverpackung, von privat! 30GB",11/8/05,11/9/05,1,1,79,1,0,N,N,N,N,Y,N,Y,N,N,Y,N,1,296.09,263.459,1
11529,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6gb - blau - OVP - neuwertig - Rechnung,,11/8/05,11/13/05,5,1,159,99,199,Y,N,N,N,N,N,Y,N,N,Y,N,1,191,197.022,0
11530,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,APPLE   IPOD  20Gb,,11/8/05,11/13/05,5,1,0,1,0,N,Y,N,N,N,N,Y,N,N,N,N,1,174.51,207.358,0
11532,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6 GB silber NEU GARANTIE bis 31.08.2007,,11/8/05,11/9/05,1,1,33,50,229,Y,N,N,N,N,N,N,N,N,N,N,1,201,197.022,1
11534,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4. Generation,,11/8/05,11/10/05,2,1,22,150,175,Y,N,N,N,Y,N,Y,N,N,N,N,1,175,207.358,0
11537,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple ipod 20gb 4Gen.!!!!NEU!!!!,,11/8/05,11/13/05,5,1,266,1,0,N,N,N,N,N,N,N,N,N,N,N,1,205.99,207.358,0
11539,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"Apple Ipod 30GB Photo Fast Neu, viel Zubehˆr Garantie","Incl. Ipod Dock, Netzladeger‰t und 2 Ipod H¸llen",11/8/05,11/9/05,1,1,149,199,255,Y,N,N,N,Y,N,Y,N,N,N,Y,1,255,263.459,0
11541,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Kenwood HD20 GA7 MP3-Player mit 20 GB wie Apple Ipod,---NAGELNEU---,11/9/05,11/10/05,1,1,15,1,299,Y,N,N,N,N,N,Y,N,N,Y,N,1,151,207.358,0
11542,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Kenwood HD20 GA7 MP3-Player mit 20 GB wie Apple Ipod,---NAGELNEU--- NUR 1 TAG,11/9/05,11/10/05,1,1,15,1,299,Y,N,N,N,N,N,Y,N,N,Y,N,1,174,207.358,0
11544,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,iPod 20 GB mit Bose Sound Dock NEU und OVP,,11/8/05,11/15/05,7,1,442,1,0,N,Y,N,N,Y,N,Y,N,N,N,Y,1,551,207.358,1
11545,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6 GB  - silver - neuwertig,#NAME?,11/8/05,11/8/05,0,1,39,1,179,Y,Y,N,N,Y,N,Y,N,Y,N,N,1,179,197.022,0
11547,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple Ipod Mini 6 GB silber neuwertig,,11/9/05,11/14/05,5,1,67,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,169.68,197.022,0
11548,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple IPOD U2 Special Edition 20GB OVP Farbdisplay,,11/9/05,11/16/05,7,1,69,1,0,N,Y,N,N,N,N,Y,N,Y,N,N,1,327.91,207.358,1
11549,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,"I Pod 20GB 5. Gen. Farbdisplay, neu originalverpackt","noch eingeschweiﬂt, Support f¸r ca. 2 Monate",11/10/05,11/17/05,7,1,58,1,0,N,N,N,N,N,N,N,N,N,Y,N,1,256,207.358,1
11550,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Ipod 20GB PC+Mac 4. Generation Weiﬂ,,11/9/05,11/16/05,7,1,1879,1,200,Y,N,N,N,N,N,N,N,N,N,N,1,223,207.358,1
11552,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod - 20 GB - NEU + OVP,,11/9/05,11/16/05,7,1,198,1.99,0,N,N,N,N,N,N,N,N,N,N,N,1,210.01,207.358,1
11553,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB,,11/9/05,11/16/05,7,1,1,100,0,N,N,N,N,N,N,N,N,N,N,N,1,182.56,207.358,0
11554,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,nagelneuer ipod 20 gb,,11/9/05,11/16/05,7,1,11,1,0,N,N,N,N,N,N,N,N,N,N,N,1,203.99,207.358,0
11555,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,"iPod Video 30GB, neu, OVP, SCHWARZ, neustes Modell!","SOFORTIGER VERSAND - 3,99ˇ versichert! TOP!",11/9/05,11/9/05,0,9,128,319,0,N,Y,N,N,N,N,N,N,N,N,N,1,319,263.459,1
11556,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Ipod Photo 30 GB mit super viel Zubehˆr inkl. Garantie!,,11/9/05,11/12/05,3,9,187,299,0,N,Y,N,N,Y,N,Y,N,Y,N,N,1,299,263.459,1
11561,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20Gb Photo mit Farbdisplay,,11/9/05,11/12/05,3,1,106,150,275,Y,N,N,N,N,N,N,N,N,N,N,1,190.88,207.358,0
11562,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple iPod photo 30 GB 4. Generation in OVP m. Garantie,,11/9/05,11/16/05,7,1,74,1,0,N,N,N,N,Y,N,Y,N,N,N,N,1,256,263.459,0
11565,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,apple iPod mini / generation 2005 / 6 GB / 1.500 songs,,11/9/05,11/10/05,1,9,1397,209.99,0,N,N,N,N,Y,N,N,N,N,N,N,10,209.99,197.022,1
11566,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Apple IPOD 30 GB Original verpackt - Weiss VIDEO/FOTO,,11/9/05,11/11/05,2,1,67,280,320,Y,N,N,N,N,N,N,N,N,N,N,1,320,263.459,1
11569,Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,Ipod G4 30GB,weiﬂ mit  optisch cooler Schutzh¸lle,11/9/05,11/19/05,10,1,1,200,0,N,N,N,N,N,N,Y,N,N,N,N,1,223.22,263.459,0
11570,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4G (4. Generation) OVP neuwertig TOP,,11/9/05,11/10/05,1,1,2008,99.99,190,Y,N,N,N,N,N,Y,N,N,N,N,1,189.99,207.358,0
11572,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB Farbdisplay - unbenutzt,,11/9/05,11/12/05,3,1,51,1,250,Y,N,N,N,Y,N,Y,N,N,N,N,1,225.69,207.358,1
11575,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20Gb,,11/10/05,11/17/05,7,1,16,1,220,Y,N,N,N,N,N,Y,N,N,Y,N,1,176,207.358,0
11576,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,Apple iPod mini 6 GB silber Rechnung GARANTIE *Top*,,11/10/05,11/13/05,3,1,85,1,200,Y,N,N,N,N,N,N,N,N,N,N,1,180.9,197.022,0
11583,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB 4.Generation Guter Zustand,,11/10/05,11/13/05,3,1,76,1,0,N,N,N,N,Y,N,N,N,N,Y,N,1,171,207.358,0
11591,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20GB in weiﬂ mit Zubehˆr - MP3 Audio Player,,11/10/05,11/15/05,5,1,17771,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,207.22,207.358,0
11592,Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,"iPod Mini 6GB, silber, viel Zubehˆr, top Zustand",,11/10/05,11/20/05,10,1,167,1,0,N,N,N,N,N,N,N,N,N,N,N,1,165,197.022,0
11593,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod Photo 20 Gb. 5. Gener. 6 Wochen alt!!!! Top,,11/10/05,11/17/05,7,1,846,1,0,N,N,N,N,Y,N,N,N,N,N,N,1,230.39,207.358,1
11595,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple Ipod 20gb + ˆvp + tasche + zubehˆr (TOP ANGEBOT),,11/10/05,11/13/05,3,1,2,4,0,N,N,N,N,Y,N,N,N,N,N,N,1,186,207.358,0
11596,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple iPod 20 GB mit Farbdisplay Orginalverpackt,,11/11/05,11/14/05,3,1,163,1,229,Y,N,N,N,N,N,N,N,N,Y,N,1,224,207.358,1
11599,Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,Apple i Pod 20 GB,,11/11/05,11/21/05,10,1,34,1,0,N,N,N,N,N,N,N,N,N,N,N,1,152,207.358,0
